,ra,dec,plx,pmra,pmdec,g_mag,bp_mag,rp_mag,label,g_rp,bp_g,bp_rp
51666,1.167,-0.885,15.073,-16.9,-282.6,19.625,20.219,18.954,1,0.6709999999999994,0.5940000000000012,1.2650000000000006
105287,4.576,1.084,12.842,-558.7,40.9,18.043,18.292,17.63,2,0.4130000000000002,0.2490000000000023,0.6620000000000026
12087,4.871,0.045,19.576,-60.3,-98.2,17.076,17.191,16.841,0,0.2349999999999994,0.1149999999999984,0.3499999999999978
19728,3.729,0.354,26.072,-319.2,-87.6,15.307,15.366,15.18,0,0.1270000000000006,0.0589999999999992,0.1859999999999999
24406,2.924,0.026,15.951,78.2,-80.5,16.627,16.668,16.543,0,0.0839999999999996,0.0410000000000003,0.125
96330,5.255,0.142,13.236,-567.0,-518.7,18.902,19.326,18.336,2,0.5660000000000025,0.4239999999999995,0.990000000000002
71562,5.747,0.21,19.65,-34.6,-328.9,18.199,18.614,17.609,1,0.5899999999999999,0.4149999999999991,1.004999999999999
92563,3.367,0.713,11.593,-773.0,98.3,16.147,16.149,16.135,2,0.0119999999999969,0.0020000000000024,0.0139999999999993
10702,5.199,0.512,10.762,56.5,93.1,18.441,18.67,18.097,0,0.3439999999999976,0.2290000000000027,0.5730000000000004
97690,3.666,1.221,11.38,-531.4,-256.2,19.501,20.01,18.965,2,0.5360000000000014,0.5090000000000003,1.0450000000000017
6157,6.042,0.614,11.108,-100.7,-42.9,19.202,19.442,18.829,0,0.3730000000000011,0.2399999999999984,0.6129999999999995
6018,5.343,0.379,10.299,40.6,41.0,19.256,19.551,18.807,0,0.4490000000000016,0.2949999999999981,0.7439999999999998
29884,4.323,0.845,13.274,-117.9,-3.1,18.14,18.398,17.703,0,0.4370000000000011,0.2579999999999991,0.6950000000000003
40766,4.428,-0.861,10.896,-82.7,-94.5,16.274,16.266,16.279,1,-0.004999999999999,-0.0080000000000026,-0.0130000000000016
14309,3.091,-0.348,26.83,-48.9,-135.8,13.586,13.474,13.804,0,-0.2179999999999999,-0.1120000000000001,-0.33
1524,2.812,0.184,18.969,-241.5,24.8,18.133,18.509,17.576,0,0.5569999999999986,0.3760000000000012,0.9329999999999998
82602,1.322,-1.027,11.436,-96.5,-97.4,17.647,17.785,17.368,2,0.2789999999999999,0.1380000000000016,0.4170000000000016
45621,0.654,-0.433,51.794,552.8,-485.0,16.646,17.199,15.958,1,0.6880000000000006,0.5530000000000008,1.2410000000000014
21326,3.656,0.5,18.61,-76.2,51.7,16.025,16.042,15.983,0,0.041999999999998,0.017000000000003,0.059000000000001
76831,6.088,0.053,13.684,272.2,-615.2,19.302,19.89,18.646,2,0.6559999999999988,0.588000000000001,1.2439999999999998
29469,5.853,0.731,16.143,15.1,-6.7,19.524,19.702,19.119,0,0.4050000000000011,0.1780000000000008,0.583000000000002
98064,3.06,0.186,22.139,-1820.9,-756.4,16.656,16.887,16.27,2,0.3859999999999992,0.2310000000000016,0.6170000000000009
74217,1.944,-1.001,21.315,286.8,-642.1,19.121,19.675,18.401,2,0.7199999999999989,0.554000000000002,1.274000000000001
51358,1.635,-0.028,18.634,11.3,196.2,18.775,19.28,18.139,1,0.6359999999999992,0.5050000000000026,1.1410000000000018
64140,5.648,0.108,12.705,45.5,-303.0,19.14,19.512,18.515,1,0.625,0.3719999999999999,0.997
92925,2.548,0.489,15.501,46.8,-1196.5,19.616,20.436,18.888,2,0.727999999999998,0.8200000000000003,1.5479999999999985
80274,3.474,0.306,16.929,71.0,-838.3,19.341,19.982,18.571,2,0.7699999999999996,0.6409999999999982,1.4109999999999978
38176,2.178,-0.158,17.614,-85.2,47.3,19.303,19.825,18.629,1,0.6739999999999995,0.5219999999999985,1.195999999999998
60456,1.331,-0.602,12.635,136.8,-230.9,19.451,20.025,18.789,1,0.661999999999999,0.5739999999999981,1.235999999999997
55940,2.376,0.001,13.702,164.9,-236.9,19.612,19.923,18.994,1,0.6179999999999986,0.3109999999999999,0.9289999999999984
28645,1.566,-0.385,14.417,-38.7,-128.9,18.861,19.125,18.452,0,0.4089999999999989,0.2639999999999993,0.6729999999999983
16919,5.899,0.121,11.373,105.7,-40.3,17.559,17.636,17.404,0,0.1550000000000011,0.0769999999999981,0.2319999999999993
2978,2.112,-1.194,12.819,-69.3,44.1,18.135,18.073,18.191,0,-0.0559999999999973,-0.0620000000000011,-0.1179999999999985
23043,3.844,0.028,13.347,-275.6,-56.1,19.471,20.054,18.752,0,0.7190000000000012,0.5829999999999984,1.3019999999999996
7545,5.595,-0.015,12.964,92.8,42.8,17.547,17.649,17.33,0,0.2170000000000023,0.1020000000000003,0.3190000000000026
82777,4.064,-0.923,27.96,-1534.3,-998.7,18.681,19.292,17.943,2,0.7379999999999995,0.6110000000000007,1.3490000000000002
22737,0.041,-0.537,63.106,2042.2,851.6,16.755,17.43,15.973,0,0.7819999999999983,0.6750000000000007,1.456999999999999
14984,4.351,-0.506,55.788,154.4,-218.2,15.421,15.687,14.992,0,0.4289999999999985,0.266,0.6949999999999985
53740,1.186,-0.052,15.897,126.5,-22.2,19.52,20.181,18.736,1,0.7839999999999989,0.6610000000000014,1.4450000000000005
24683,3.619,-0.467,10.818,-208.2,-71.8,18.22,18.319,18.034,0,0.1859999999999999,0.0990000000000002,0.2850000000000001
29818,6.086,0.565,17.578,-44.6,-110.8,17.991,18.349,17.465,0,0.5259999999999998,0.3580000000000005,0.8840000000000003
102454,1.684,0.01,16.037,604.0,-566.7,19.373,19.874,18.57,2,0.8030000000000008,0.5009999999999977,1.3039999999999985
86757,1.441,0.73,10.202,555.7,-703.2,17.991,18.159,17.666,2,0.3249999999999993,0.1679999999999992,0.4929999999999985
82815,1.371,-0.684,15.505,288.1,-51.2,18.47,18.866,17.888,2,0.5819999999999972,0.3960000000000008,0.977999999999998
86194,1.264,0.936,31.834,1375.1,-1499.5,18.243,18.846,17.46,2,0.7829999999999977,0.6030000000000015,1.3859999999999992
103110,2.332,-0.922,15.907,443.5,-642.1,17.766,18.054,17.319,2,0.4469999999999992,0.2880000000000002,0.7349999999999994
98617,1.559,-0.965,18.638,221.6,-186.8,18.829,19.477,18.176,2,0.6530000000000022,0.6479999999999997,1.301000000000002
106993,3.869,-0.639,18.621,-342.1,-211.5,19.362,19.966,18.635,2,0.7269999999999968,0.6040000000000028,1.3309999999999995
27539,4.306,-0.01,10.75,40.4,-66.7,18.709,18.913,18.389,0,0.3200000000000003,0.2040000000000006,0.5240000000000009
79973,3.387,-1.317,31.103,-391.4,-127.3,17.005,17.41,16.416,2,0.5889999999999986,0.4050000000000011,0.9939999999999998
87419,1.75,0.31,14.456,485.3,-123.4,19.102,19.586,18.464,2,0.6380000000000017,0.4839999999999982,1.122
31033,4.882,0.051,20.052,-143.1,-146.7,18.238,18.571,17.777,0,0.4609999999999985,0.3330000000000019,0.7940000000000005
46629,3.37,-0.447,15.92,145.1,-120.1,18.835,19.322,18.144,1,0.6910000000000025,0.4869999999999983,1.1780000000000008
57080,4.697,-0.596,17.818,-174.2,-56.4,16.658,16.796,16.381,1,0.277000000000001,0.1379999999999981,0.4149999999999991
101135,0.5,-1.374,18.893,278.4,-1402.6,19.204,19.814,18.479,2,0.7250000000000014,0.6099999999999994,1.3350000000000009
4308,0.294,-0.469,20.937,339.6,87.2,17.497,17.82,16.997,0,0.5,0.3230000000000004,0.8230000000000004
45817,3.51,-0.705,23.557,-31.2,-103.0,17.919,18.397,17.297,1,0.6219999999999999,0.477999999999998,1.099999999999998
41008,2.384,-0.169,17.033,-148.4,-211.9,19.139,19.577,18.457,1,0.6819999999999986,0.4380000000000024,1.120000000000001
55757,2.136,-0.6,14.732,38.0,-135.6,19.48,19.959,18.838,1,0.6419999999999995,0.4789999999999992,1.1209999999999989
105918,2.253,-0.552,40.941,610.3,-112.8,14.284,14.373,14.103,2,0.1810000000000009,0.0889999999999986,0.2699999999999996
105836,2.5,-0.117,26.232,-1454.1,-731.3,18.487,19.024,17.74,2,0.7469999999999999,0.5370000000000026,1.2840000000000025
84099,2.113,1.326,14.95,287.8,-316.0,17.524,17.75,17.138,2,0.3859999999999992,0.2259999999999991,0.6119999999999983
57164,3.121,0.656,15.072,-157.2,-126.9,19.585,20.299,18.887,1,0.6980000000000004,0.7139999999999986,1.411999999999999
38452,2.22,1.314,10.295,-77.0,36.4,18.805,19.139,18.293,1,0.5120000000000005,0.3339999999999996,0.8460000000000001
41294,4.546,0.009,11.734,-57.4,32.5,19.549,19.993,18.97,1,0.5790000000000006,0.443999999999999,1.0229999999999997
99323,4.423,0.898,16.372,-212.8,-500.5,19.1,19.741,18.403,2,0.6970000000000027,0.6409999999999982,1.338000000000001
93195,1.368,0.666,12.481,515.4,-758.6,19.162,19.538,18.604,2,0.5579999999999998,0.3760000000000012,0.934000000000001
25329,1.895,-0.705,18.031,-54.5,83.6,17.305,17.46,16.992,0,0.3129999999999988,0.1550000000000011,0.4679999999999999
48720,4.98,-0.699,14.168,-17.3,-242.9,19.373,20.032,18.698,1,0.6750000000000007,0.6589999999999989,1.3339999999999996
79489,4.48,1.001,13.353,-377.2,9.8,19.545,20.172,18.836,2,0.7090000000000032,0.6269999999999989,1.336000000000002
54143,1.148,0.575,14.368,255.5,-47.0,19.518,20.179,18.863,1,0.6550000000000011,0.6609999999999978,1.315999999999999
57184,4.796,-0.941,13.71,77.5,-139.3,19.627,20.049,18.882,1,0.7449999999999974,0.4220000000000006,1.166999999999998
40060,2.054,1.369,10.385,-1.2,9.3,18.67,18.897,18.272,1,0.3980000000000032,0.2269999999999967,0.625
91403,5.937,0.201,19.087,346.9,-599.5,18.62,19.107,17.934,2,0.6859999999999999,0.4869999999999983,1.1729999999999985
32576,1.077,-0.04,13.516,18.5,-90.6,18.72,19.062,18.19,0,0.5299999999999976,0.3420000000000023,0.8719999999999999
67174,2.14,0.181,26.946,185.4,-175.1,16.637,16.925,16.176,1,0.4610000000000021,0.2880000000000002,0.7490000000000023
16770,5.39,-0.757,16.311,-47.5,-275.1,18.735,19.225,18.16,0,0.5749999999999993,0.490000000000002,1.0650000000000013
56875,4.475,-1.271,12.173,-37.6,33.1,19.563,20.153,18.916,1,0.6469999999999985,0.5899999999999999,1.2369999999999983
17578,1.439,-1.009,49.808,192.1,636.4,14.845,14.94,14.644,0,0.2010000000000005,0.0949999999999988,0.2959999999999994
100527,2.438,0.023,13.093,124.4,-1026.4,15.486,15.447,15.565,2,-0.0789999999999988,-0.0390000000000014,-0.1180000000000003
51527,4.695,0.605,12.159,14.4,-148.8,19.15,19.583,18.589,1,0.5609999999999999,0.4329999999999998,0.9939999999999998
16441,4.076,-0.837,17.859,75.9,17.5,18.041,18.386,17.541,0,0.5,0.3449999999999988,0.8449999999999989
5936,0.854,1.047,12.663,118.4,-56.8,17.999,17.99,18.009,0,-0.0100000000000015,-0.0090000000000003,-0.0190000000000019
36194,0.849,-0.091,13.654,25.5,-188.7,19.087,19.463,18.436,1,0.6509999999999998,0.3760000000000012,1.027000000000001
55545,4.747,1.172,12.48,37.5,-161.3,19.607,20.072,19.02,1,0.5869999999999997,0.4649999999999998,1.0519999999999996
84950,2.151,0.462,10.54,223.3,-740.3,19.129,19.499,18.575,2,0.554000000000002,0.3699999999999974,0.9239999999999996
101667,1.994,0.116,11.132,-91.1,-367.4,19.477,20.034,18.81,2,0.6670000000000016,0.5569999999999986,1.2240000000000002
12029,3.457,-0.036,13.75,-35.7,-18.7,15.818,15.794,15.869,0,-0.0510000000000001,-0.0239999999999991,-0.0749999999999992
85660,1.66,1.268,17.542,-340.3,-855.0,19.279,19.81,18.527,2,0.7519999999999989,0.5309999999999988,1.2829999999999977
74307,4.571,-0.38,22.174,-1557.1,-986.0,19.036,19.685,18.302,2,0.7340000000000018,0.6489999999999974,1.3829999999999991
108446,4.543,-0.187,12.911,-165.9,-795.5,18.824,19.232,18.197,2,0.6270000000000024,0.4079999999999977,1.035
71272,5.336,0.989,12.59,206.3,85.3,19.561,20.109,18.938,1,0.6230000000000011,0.5480000000000018,1.171000000000003
31554,0.355,0.241,10.954,209.8,-12.7,18.974,19.251,18.593,0,0.3810000000000002,0.277000000000001,0.6580000000000013
87936,4.914,-0.879,17.21,-486.7,-887.2,19.667,20.174,18.869,2,0.7980000000000018,0.5069999999999979,1.3049999999999995
90941,3.412,0.688,56.603,-5351.2,-640.8,16.511,17.065,15.799,2,0.7119999999999997,0.554000000000002,1.2660000000000018
2918,1.881,-0.542,10.096,3.7,5.2,18.779,18.967,18.425,0,0.3539999999999992,0.1879999999999988,0.541999999999998
28808,2.09,0.033,11.164,-30.7,58.1,17.302,17.386,17.111,0,0.1909999999999989,0.0839999999999996,0.2749999999999986
91904,5.564,0.365,18.031,-4.1,-639.9,19.503,20.243,18.766,2,0.7370000000000019,0.7399999999999984,1.4770000000000003
64142,3.449,0.087,18.433,-75.3,-136.7,18.459,18.973,17.845,1,0.6140000000000008,0.5139999999999993,1.128
103549,4.177,-0.19,20.608,-527.2,-429.1,18.383,18.898,17.751,2,0.6319999999999979,0.5150000000000006,1.1469999999999985
84050,1.812,-0.046,23.554,91.2,-950.6,18.646,19.158,17.932,2,0.7140000000000022,0.5120000000000005,1.2260000000000026
56830,0.819,-0.946,99.221,387.5,-2039.4,15.577,16.165,14.845,1,0.7319999999999993,0.5879999999999992,1.3199999999999985
10956,2.425,-0.86,17.231,123.2,-46.6,19.993,20.881,19.244,0,0.7489999999999988,0.8880000000000017,1.6370000000000005
44874,3.695,1.107,13.295,18.6,-140.7,19.515,19.956,18.844,1,0.6709999999999994,0.4409999999999989,1.1119999999999983
71366,2.187,0.464,11.499,72.0,-153.5,19.182,19.594,18.605,1,0.5769999999999982,0.4120000000000026,0.9890000000000008
10866,3.272,0.503,16.71,-83.8,-88.5,18.816,19.198,18.219,0,0.5969999999999978,0.3820000000000014,0.9789999999999992
38755,2.767,-0.336,10.781,126.0,-117.6,17.757,17.911,17.474,1,0.2830000000000012,0.1539999999999999,0.4370000000000011
66988,3.459,-0.3,12.446,-194.8,35.8,18.87,19.246,18.324,1,0.5459999999999994,0.3759999999999976,0.921999999999997
14691,0.875,0.46,32.094,98.2,-53.3,17.407,17.68,16.931,0,0.4759999999999991,0.2729999999999997,0.7489999999999988
107378,1.266,-0.723,21.702,1070.6,302.3,18.402,19.008,17.732,2,0.6700000000000017,0.6059999999999981,1.2759999999999998
3642,5.609,0.471,15.492,192.7,-67.8,19.015,19.419,18.435,0,0.5800000000000018,0.4039999999999999,0.9840000000000018
11957,0.88,1.123,14.572,-16.0,51.8,16.814,16.916,16.617,0,0.1969999999999991,0.1020000000000003,0.2989999999999995
18517,5.314,1.514,13.288,-43.4,-3.7,19.125,19.561,18.468,0,0.657,0.4359999999999999,1.093
77923,4.305,0.966,11.931,-667.5,-270.7,17.431,17.568,17.168,2,0.2630000000000017,0.1370000000000004,0.4000000000000021
55500,1.442,0.656,12.821,85.0,-116.6,19.429,19.844,18.849,1,0.5799999999999983,0.4150000000000027,0.995000000000001
39922,6.107,0.7,21.158,244.8,306.5,18.915,19.392,18.234,1,0.6809999999999974,0.4770000000000003,1.1579999999999977
80837,3.961,-0.859,10.977,-481.3,-355.1,19.219,19.48,18.62,2,0.5990000000000002,0.2609999999999992,0.8599999999999994
59045,6.246,-0.059,11.771,375.1,97.6,19.581,20.092,18.885,1,0.695999999999998,0.5109999999999992,1.2069999999999972
36690,3.506,-0.776,17.665,-113.1,-99.4,19.743,19.932,19.12,1,0.6229999999999976,0.189,0.8119999999999976
31900,3.413,-0.656,13.373,-262.5,23.1,19.349,19.678,18.712,0,0.6370000000000005,0.3290000000000006,0.9660000000000012
93571,4.714,0.633,14.601,-458.8,-165.4,19.846,20.238,19.214,2,0.6320000000000014,0.3919999999999994,1.024000000000001
58522,5.421,0.354,10.02,-133.2,-131.1,15.943,15.887,16.063,1,-0.1199999999999992,-0.0559999999999991,-0.1759999999999983
54029,6.246,-1.065,37.962,-594.6,-880.5,17.443,17.985,16.769,1,0.674000000000003,0.541999999999998,1.216000000000001
45950,2.016,-0.115,10.306,-33.0,59.4,19.472,19.826,18.869,1,0.6030000000000015,0.3539999999999992,0.9570000000000008
53271,4.788,0.91,10.914,-108.6,72.5,18.289,18.518,17.921,1,0.3680000000000021,0.2289999999999992,0.5970000000000013
44177,3.723,0.204,20.092,-89.0,30.0,18.417,18.893,17.809,1,0.6080000000000005,0.4759999999999991,1.0839999999999996
99430,5.507,-1.373,24.66,927.4,-1235.6,17.319,17.706,16.768,2,0.5509999999999984,0.3870000000000004,0.9379999999999988
40808,6.017,0.188,14.093,249.7,-63.2,19.488,20.096,18.897,1,0.5910000000000011,0.6080000000000005,1.1990000000000016
55541,1.573,0.586,14.801,-51.4,-244.0,19.349,19.9,18.753,1,0.5960000000000001,0.5509999999999984,1.1469999999999985
87978,2.648,-0.123,19.928,-430.6,-1150.0,19.237,19.814,18.569,2,0.6679999999999993,0.5770000000000017,1.245000000000001
83901,4.748,-0.343,29.076,-628.9,-1724.5,18.108,18.738,17.398,2,0.7100000000000009,0.629999999999999,1.34
53627,5.585,-0.255,27.357,14.1,208.5,18.097,18.663,17.385,1,0.7119999999999997,0.565999999999999,1.2779999999999987
48293,4.107,-0.355,31.825,351.3,54.4,16.037,16.269,15.644,1,0.3929999999999989,0.2319999999999993,0.6249999999999982
37866,0.211,0.264,16.095,-86.3,-18.6,19.172,19.795,18.44,1,0.7319999999999993,0.6230000000000011,1.3550000000000004
72167,4.197,0.073,18.954,234.6,-273.5,17.672,17.998,17.19,1,0.4819999999999993,0.3260000000000005,0.8079999999999998
11798,6.064,0.183,14.415,75.5,-34.8,18.502,18.792,17.98,0,0.5219999999999985,0.2900000000000027,0.8120000000000012
31028,0.337,0.2,11.441,51.6,-28.3,17.888,17.991,17.7,0,0.1880000000000024,0.1029999999999979,0.2910000000000003
31485,1.576,-0.619,12.768,30.9,-4.3,18.389,18.703,17.926,0,0.4630000000000009,0.314,0.777000000000001
95994,3.518,-0.109,12.227,-409.9,-527.4,19.21,19.796,18.587,2,0.6230000000000011,0.5859999999999985,1.2089999999999996
22385,3.638,-0.724,25.693,-314.8,3.2,16.351,16.185,16.643,0,-0.2920000000000016,-0.1660000000000003,-0.4580000000000019
24224,1.365,0.7,40.601,174.7,-317.0,15.316,15.422,15.104,0,0.2120000000000015,0.1059999999999998,0.3180000000000014
85094,3.425,0.598,12.093,-1078.9,-616.6,18.548,18.865,18.077,2,0.4709999999999965,0.3170000000000001,0.7879999999999967
105662,2.13,0.454,28.649,-114.5,-2245.6,18.44,19.101,17.722,2,0.718,0.6609999999999978,1.3789999999999978
64232,2.657,-0.854,17.913,-97.4,49.9,17.227,17.444,16.835,1,0.3919999999999994,0.2169999999999987,0.6089999999999982
60415,3.304,0.104,17.228,-343.5,-105.7,19.079,19.707,18.33,1,0.7490000000000023,0.6280000000000001,1.3770000000000024
54186,4.563,-0.453,11.966,-2.9,-152.3,19.237,19.663,18.648,1,0.5889999999999986,0.4260000000000019,1.0150000000000006
12465,5.499,0.714,12.842,31.8,-4.6,16.964,17.049,16.804,0,0.1600000000000001,0.0850000000000008,0.245000000000001
63093,5.426,-1.029,10.714,226.2,-198.7,19.496,19.878,18.806,1,0.6899999999999977,0.3820000000000014,1.0719999999999992
57862,3.253,-0.536,13.653,-153.4,32.7,19.08,19.481,18.493,1,0.5869999999999997,0.4010000000000033,0.9880000000000032
62432,4.155,-0.729,23.211,-253.1,59.1,17.936,18.414,17.28,1,0.6559999999999988,0.4780000000000015,1.1340000000000003
88861,3.592,0.926,13.488,-160.6,-1140.5,14.68,14.585,14.865,2,-0.1850000000000005,-0.0949999999999988,-0.2799999999999993
78803,6.119,0.005,16.473,203.0,-739.6,19.798,20.138,18.972,2,0.825999999999997,0.3400000000000034,1.1660000000000004
47451,3.161,-0.692,24.162,-294.8,190.4,18.386,18.852,17.758,1,0.6280000000000001,0.4660000000000011,1.0940000000000012
44439,0.927,-0.798,25.7,128.9,104.8,17.783,18.227,17.148,1,0.6350000000000016,0.443999999999999,1.0790000000000006
39973,6.058,-1.335,13.011,49.1,-204.4,19.482,20.013,18.936,1,0.5459999999999994,0.5310000000000024,1.0770000000000015
70819,2.364,0.065,18.965,-103.5,-120.3,16.571,16.718,16.292,1,0.2789999999999999,0.1469999999999984,0.4259999999999984
86971,1.128,1.376,15.723,301.7,-452.7,15.882,15.921,15.791,2,0.0909999999999993,0.0389999999999997,0.129999999999999
98311,4.89,-0.445,16.041,79.8,-159.5,19.705,20.389,19.012,2,0.6929999999999978,0.684000000000001,1.376999999999999
30233,1.073,0.26,11.418,-26.1,-122.1,19.438,19.772,18.937,0,0.5009999999999977,0.3339999999999996,0.8349999999999973
63217,2.091,1.196,15.509,171.6,-99.2,19.062,19.528,18.478,1,0.5839999999999996,0.4659999999999975,1.0499999999999972
91086,0.706,1.407,47.487,1959.3,-1143.5,19.806,20.416,19.139,2,0.6670000000000016,0.6099999999999994,1.277000000000001
53036,4.253,0.088,37.133,-347.5,-57.7,17.755,18.297,17.065,1,0.6899999999999977,0.5420000000000016,1.231999999999999
85208,3.706,-0.744,26.437,-466.0,-599.5,18.911,19.454,18.18,2,0.7310000000000016,0.5429999999999993,1.274000000000001
38970,0.555,0.075,25.915,303.9,-616.3,19.038,19.556,18.424,1,0.6140000000000008,0.5180000000000007,1.1320000000000014
13359,5.787,0.242,10.506,-4.9,-43.1,16.097,16.055,16.187,0,-0.0899999999999998,-0.0420000000000015,-0.1320000000000014
65388,4.642,0.625,12.502,-74.6,-128.6,18.131,18.37,17.728,1,0.4029999999999987,0.2390000000000007,0.6419999999999995
103573,0.69,-0.828,18.454,393.0,-1252.8,19.784,20.182,19.131,2,0.6529999999999987,0.3979999999999997,1.0509999999999984
6457,4.512,0.522,10.13,-6.9,-9.3,19.055,19.333,18.687,0,0.3679999999999985,0.2779999999999987,0.6459999999999972
63679,4.339,0.397,10.779,57.7,-182.8,18.52,18.738,18.092,1,0.4280000000000008,0.2179999999999999,0.6460000000000008
104470,1.149,-0.291,21.216,1197.4,-183.9,19.435,20.106,18.699,2,0.7359999999999971,0.6710000000000029,1.407
4863,4.782,0.45,15.168,-147.9,-89.5,19.131,19.638,18.5,0,0.6310000000000002,0.5070000000000014,1.1380000000000017
66107,4.369,-1.159,39.908,10.7,-335.9,17.118,17.646,16.444,1,0.6739999999999995,0.5280000000000022,1.2020000000000015
29377,5.533,0.353,15.555,-163.0,-6.8,18.756,19.149,18.129,0,0.6269999999999989,0.3930000000000007,1.0199999999999996
94463,0.655,0.806,12.814,720.1,-280.8,19.722,20.309,19.066,2,0.6560000000000024,0.5869999999999997,1.243000000000002
55754,2.192,0.403,13.01,-42.8,-201.9,19.723,20.014,19.14,1,0.5829999999999984,0.2910000000000003,0.8739999999999988
48843,3.291,-0.279,24.355,-24.2,-205.0,18.259,18.762,17.552,1,0.7070000000000007,0.5030000000000001,1.2100000000000009
26434,3.72,-0.377,16.754,-262.2,66.0,17.756,17.983,17.366,0,0.3900000000000005,0.2270000000000003,0.6170000000000009
80408,5.288,-0.58,11.483,-373.1,-843.0,18.757,19.174,18.211,2,0.5460000000000029,0.416999999999998,0.963000000000001
25710,5.086,0.578,13.1,-96.5,-36.3,18.032,18.283,17.649,0,0.3829999999999991,0.2510000000000012,0.6340000000000003
39127,0.714,0.703,21.519,15.5,184.4,18.089,18.526,17.469,1,0.6199999999999974,0.4370000000000011,1.0569999999999986
73406,6.036,-0.108,20.463,179.7,-1759.7,19.23,19.851,18.407,2,0.8230000000000004,0.6209999999999987,1.443999999999999
