,ra,dec,plx,pmra,pmdec,g_mag,bp_mag,rp_mag,label,g_rp,bp_g,bp_rp
69452,4.036,0.091,10.784,66.2,30.0,18.603,18.891,18.133,1,0.4700000000000024,0.2879999999999967,0.7579999999999991
50846,2.482,-0.029,14.037,-13.7,-201.1,19.465,19.723,18.847,1,0.6179999999999986,0.2579999999999991,0.8759999999999977
90755,1.253,0.06,12.385,480.1,-330.8,19.485,20.043,18.802,2,0.6829999999999998,0.5579999999999998,1.2409999999999997
43979,4.305,1.091,18.46,9.1,359.5,19.173,19.8,18.489,1,0.6839999999999975,0.6270000000000024,1.311
54146,2.269,-0.195,16.121,-127.4,7.0,18.508,18.953,17.934,1,0.5739999999999981,0.4450000000000003,1.0189999999999984
74771,3.253,0.079,18.259,-1377.8,-1133.4,19.604,20.336,18.793,2,0.8109999999999999,0.7319999999999993,1.5429999999999993
63384,3.971,-1.221,11.829,-227.5,-2.1,16.919,16.973,16.784,1,0.1350000000000015,0.0539999999999984,0.189
79582,1.562,0.779,14.635,336.7,-454.8,17.475,17.665,17.122,2,0.3530000000000015,0.1899999999999977,0.5429999999999993
92115,4.024,-0.305,48.389,-1084.5,-3085.7,13.386,13.421,13.309,2,0.0769999999999999,0.0350000000000001,0.1120000000000001
84844,0.522,-0.128,10.043,181.6,-535.5,17.505,17.604,17.286,2,0.2189999999999976,0.0990000000000002,0.3179999999999978
7096,4.178,0.23,14.713,-219.4,19.5,18.302,18.613,17.888,0,0.4139999999999979,0.3109999999999999,0.7249999999999979
64153,6.01,0.988,13.566,220.8,35.2,19.658,20.145,18.957,1,0.7010000000000005,0.4869999999999983,1.1879999999999988
99440,3.128,0.767,17.554,-681.9,-964.3,19.676,20.174,19.052,2,0.6239999999999988,0.4980000000000011,1.122
51294,1.184,0.371,18.64,118.4,-88.1,19.921,20.869,18.918,1,1.003,0.9480000000000004,1.9510000000000003
67639,1.224,0.74,11.985,108.7,-84.7,19.587,20.122,18.94,1,0.6469999999999985,0.5350000000000001,1.1819999999999986
106001,5.316,1.103,16.137,-99.2,44.4,19.924,20.585,19.11,2,0.8140000000000001,0.6610000000000014,1.4750000000000014
19618,5.866,0.315,10.712,-27.4,-99.4,19.361,19.733,18.848,0,0.5130000000000017,0.3719999999999999,0.8850000000000016
107862,5.91,-0.212,19.639,294.1,-953.9,16.609,16.787,16.282,2,0.3270000000000017,0.1779999999999972,0.504999999999999
63464,1.749,-0.543,30.833,568.8,-537.5,17.916,18.398,17.267,1,0.6490000000000009,0.4819999999999993,1.1310000000000002
37141,3.891,-0.111,32.561,-705.3,-126.2,17.524,18.048,16.845,1,0.679000000000002,0.5239999999999974,1.2029999999999994
92849,0.534,-0.001,19.606,1034.8,-524.8,19.286,19.874,18.507,2,0.7789999999999999,0.5879999999999974,1.366999999999997
48127,5.996,0.531,12.49,84.0,-46.8,19.026,19.334,18.512,1,0.5139999999999993,0.3079999999999998,0.8219999999999992
56807,4.917,0.213,15.476,-0.7,323.6,19.353,19.993,18.623,1,0.7300000000000004,0.639999999999997,1.3699999999999974
20785,1.699,0.618,18.966,148.5,-160.9,18.486,18.941,17.839,0,0.647000000000002,0.4549999999999983,1.1020000000000003
43723,3.772,-0.009,12.81,-9.9,-314.2,19.419,19.842,18.806,1,0.6129999999999995,0.4229999999999982,1.0359999999999978
21407,4.313,-1.162,15.297,-54.4,-20.1,16.973,16.87,17.183,0,-0.2100000000000008,-0.1029999999999979,-0.3129999999999988
103896,3.921,1.22,10.313,-307.2,11.9,16.058,16.019,16.129,2,-0.0710000000000015,-0.0390000000000014,-0.1100000000000029
88449,6.015,-0.872,18.998,495.8,-602.2,18.386,18.816,17.766,2,0.620000000000001,0.4299999999999997,1.0500000000000007
36745,3.414,0.937,15.531,262.2,-58.4,18.561,18.953,17.969,1,0.5919999999999987,0.3919999999999994,0.9839999999999982
87118,0.052,-1.083,23.241,564.1,-815.5,17.8,18.266,17.175,2,0.625,0.4659999999999975,1.0909999999999975
62225,3.279,-1.37,17.785,-75.5,-100.4,19.749,20.69,19.032,1,0.7169999999999987,0.9410000000000024,1.6580000000000013
26938,1.943,1.0,12.982,-94.2,-110.4,18.872,19.102,18.436,0,0.4359999999999999,0.2300000000000004,0.6660000000000004
89965,0.319,-0.113,28.167,845.2,-2715.1,18.381,18.982,17.64,2,0.7409999999999997,0.6009999999999991,1.3419999999999987
87420,5.437,0.842,21.438,19.2,9.8,18.679,19.293,17.988,2,0.690999999999999,0.6140000000000008,1.3049999999999995
48632,0.893,0.246,11.096,72.9,-64.3,18.625,18.939,18.172,1,0.4529999999999994,0.314,0.7669999999999995
38063,3.078,-0.829,12.654,12.4,36.0,19.549,20.018,18.952,1,0.5969999999999978,0.4690000000000012,1.065999999999999
36514,0.276,0.511,15.711,302.0,70.0,19.608,20.175,18.995,1,0.6129999999999995,0.5670000000000002,1.1799999999999995
97439,0.178,0.728,25.645,1774.1,-1208.1,18.253,18.842,17.543,2,0.7100000000000009,0.5889999999999986,1.2989999999999997
31059,0.273,0.575,17.339,73.9,-57.3,18.775,19.199,18.185,0,0.5899999999999999,0.424000000000003,1.014000000000003
79693,3.41,1.025,10.341,-360.9,-691.3,17.766,17.907,17.503,2,0.2629999999999981,0.1410000000000018,0.4039999999999999
86846,0.549,-0.626,10.184,390.8,-500.0,18.88,19.179,18.364,2,0.5159999999999982,0.2989999999999995,0.8149999999999977
28343,4.55,0.509,10.782,-30.4,110.1,16.309,16.266,16.404,0,-0.0949999999999988,-0.0430000000000028,-0.1380000000000016
16161,2.986,0.519,17.39,87.1,-181.8,18.247,18.642,17.714,0,0.5330000000000013,0.3949999999999996,0.9280000000000008
87944,5.403,0.336,10.861,159.4,-634.4,15.913,15.878,15.988,2,-0.0749999999999992,-0.0350000000000001,-0.1099999999999994
90163,4.856,0.5,22.766,-403.6,272.0,17.34,17.689,16.812,2,0.5279999999999987,0.3490000000000002,0.8769999999999989
6913,1.024,0.23,19.682,-127.2,-167.3,17.804,18.009,17.504,0,0.2999999999999971,0.2050000000000018,0.504999999999999
28098,0.318,0.393,12.128,158.3,-75.4,17.516,17.65,17.257,0,0.2589999999999968,0.1340000000000003,0.3929999999999971
26080,0.486,1.159,13.366,192.7,-64.6,18.433,18.472,18.298,0,0.1350000000000015,0.0390000000000014,0.174000000000003
37900,3.276,-0.378,12.569,-201.9,55.6,19.247,19.824,18.699,1,0.5479999999999983,0.5770000000000017,1.125
50425,5.867,-0.661,18.039,127.4,-134.9,19.406,19.934,18.775,1,0.6310000000000002,0.5280000000000022,1.1590000000000025
91015,1.815,-0.593,11.249,331.2,209.7,19.294,19.562,18.689,2,0.6050000000000004,0.2680000000000007,0.8730000000000011
84917,4.793,0.303,15.424,-500.0,-482.0,15.054,15.009,15.15,2,-0.096,-0.0449999999999999,-0.141
93489,1.048,1.37,26.831,716.0,333.6,18.017,18.564,17.333,2,0.684000000000001,0.5470000000000006,1.2310000000000016
85488,2.363,0.329,33.564,-358.6,-527.9,18.289,18.803,17.584,2,0.7050000000000018,0.5139999999999993,1.2190000000000012
63687,5.443,-1.167,18.41,17.4,-187.2,18.831,19.351,18.154,1,0.6769999999999996,0.5199999999999996,1.1969999999999992
13600,6.015,0.648,17.845,-102.4,-2.2,17.389,17.61,17.003,0,0.3859999999999992,0.221,0.6069999999999993
407,1.926,0.753,10.597,-85.5,-76.8,18.221,18.447,17.882,0,0.3389999999999986,0.2259999999999991,0.5649999999999977
53194,3.427,-0.809,13.703,-306.0,224.0,19.74,20.21,19.17,1,0.5699999999999967,0.4700000000000024,1.0399999999999991
74371,2.287,-0.77,52.863,752.7,-1206.8,16.337,16.83,15.668,2,0.6690000000000005,0.4929999999999985,1.161999999999999
67242,4.52,0.571,15.094,-323.8,-15.4,19.612,20.145,18.988,1,0.6239999999999988,0.5330000000000013,1.157
97404,0.399,-0.5,16.051,1023.1,-394.9,19.818,20.443,19.004,2,0.8140000000000001,0.625,1.439
58650,0.463,-0.517,13.764,-46.8,-2.7,19.046,19.599,18.438,1,0.6080000000000005,0.5530000000000008,1.1610000000000014
56283,2.947,-0.152,14.502,-105.2,-166.8,19.477,19.925,18.844,1,0.6329999999999991,0.4480000000000004,1.0809999999999995
85518,0.571,0.793,14.958,750.6,-512.6,19.865,20.502,19.149,2,0.7159999999999975,0.6370000000000005,1.352999999999998
52607,0.868,-0.505,14.366,118.2,-371.8,16.943,17.053,16.71,1,0.2330000000000005,0.1099999999999994,0.3429999999999999
92894,4.005,1.169,24.977,-2015.4,-108.2,17.77,18.266,17.144,2,0.6260000000000012,0.4959999999999986,1.122
65450,5.441,-0.529,26.334,-143.7,-56.0,17.051,17.404,16.534,1,0.5169999999999995,0.3530000000000015,0.870000000000001
30077,3.583,-0.876,11.846,-81.3,-160.1,18.035,18.195,17.731,0,0.3039999999999985,0.1600000000000001,0.4639999999999986
76401,4.205,-0.195,19.867,-451.9,-509.6,19.161,19.617,18.416,2,0.745000000000001,0.4559999999999995,1.2010000000000003
106811,5.373,0.983,17.328,-130.3,-129.0,19.747,20.27,19.056,2,0.690999999999999,0.5229999999999997,1.2139999999999986
61481,3.568,-0.921,11.927,-205.1,-28.8,17.575,17.709,17.319,1,0.2560000000000002,0.1340000000000003,0.3900000000000005
79442,1.942,0.004,11.095,120.0,-113.0,18.699,18.996,18.264,2,0.4350000000000023,0.296999999999997,0.7319999999999993
65538,3.24,0.196,20.663,-218.1,-91.2,18.795,19.202,18.167,1,0.6280000000000001,0.407,1.035
87853,3.084,-0.963,18.237,-327.9,-359.8,19.489,20.191,18.802,2,0.6870000000000012,0.7019999999999982,1.3889999999999991
14381,2.66,0.898,11.164,-130.6,-42.7,17.128,17.181,16.996,0,0.1320000000000014,0.0530000000000008,0.1850000000000022
93215,5.614,-0.789,22.579,87.2,-848.4,19.603,19.996,18.793,2,0.8100000000000023,0.3929999999999971,1.2029999999999994
16200,2.851,-0.11,10.7,-97.5,-48.8,17.691,17.743,17.53,0,0.1609999999999978,0.0519999999999996,0.2129999999999974
36231,5.671,-1.345,29.417,263.5,-178.6,17.979,18.517,17.272,1,0.7070000000000007,0.5380000000000003,1.245000000000001
107613,5.875,0.001,14.496,678.8,-391.8,19.105,19.634,18.383,2,0.7220000000000013,0.5289999999999999,1.2510000000000012
106948,5.488,-0.233,15.977,-284.1,-583.2,19.756,20.203,19.068,2,0.6879999999999988,0.4469999999999992,1.134999999999998
54056,4.141,-0.3,13.547,-132.5,29.3,19.674,20.11,18.936,1,0.7379999999999995,0.4359999999999999,1.1739999999999997
49105,4.06,-0.421,12.663,-83.8,83.0,17.298,17.418,17.054,1,0.2439999999999997,0.120000000000001,0.3640000000000007
12998,5.466,0.762,13.332,121.9,99.7,19.205,19.635,18.576,0,0.6289999999999978,0.4300000000000032,1.059000000000001
78551,2.927,-0.325,15.553,-245.2,-552.0,18.661,19.157,18.123,2,0.5380000000000003,0.4959999999999986,1.033999999999999
35551,3.756,0.067,37.036,-399.3,-81.3,17.16,17.581,16.551,0,0.6090000000000018,0.4209999999999994,1.0300000000000011
39889,4.96,-0.157,13.946,-148.2,-255.9,19.163,19.555,18.504,1,0.6589999999999989,0.3919999999999994,1.0509999999999984
28867,0.344,0.064,11.783,-109.9,-197.3,16.806,16.836,16.699,0,0.1069999999999993,0.0299999999999975,0.1369999999999969
94490,1.599,0.745,13.409,426.2,-966.6,15.214,15.154,15.331,2,-0.1169999999999991,-0.0600000000000005,-0.1769999999999996
225,5.313,-0.254,11.994,-113.3,-197.8,19.636,20.026,19.043,0,0.593,0.3900000000000005,0.9830000000000004
80556,2.334,-1.003,26.679,-725.4,-84.6,18.002,18.522,17.318,2,0.6839999999999975,0.5199999999999996,1.203999999999997
77481,5.603,-0.307,18.61,-35.8,-1231.1,19.511,20.172,18.853,2,0.6579999999999977,0.6610000000000014,1.318999999999999
26648,1.74,0.853,12.962,58.2,-65.9,18.215,18.468,17.748,0,0.4669999999999987,0.2530000000000001,0.7199999999999989
49561,2.933,0.527,23.435,-451.1,302.2,18.385,18.902,17.702,1,0.6829999999999998,0.5169999999999995,1.1999999999999993
40525,2.406,0.68,12.717,14.7,-110.4,19.475,19.973,18.825,1,0.6500000000000021,0.4979999999999975,1.1479999999999997
48164,5.68,-0.589,15.852,71.3,-128.6,18.103,18.46,17.589,1,0.5140000000000029,0.3569999999999993,0.8710000000000022
61066,4.321,0.72,12.835,-230.2,453.5,19.654,19.992,18.985,1,0.6690000000000005,0.3380000000000009,1.0070000000000014
91243,3.791,-1.266,15.691,-641.8,-516.0,18.984,19.486,18.312,2,0.6720000000000006,0.5019999999999989,1.1739999999999997
107468,3.145,1.039,24.743,727.9,-1966.8,18.033,18.564,17.363,2,0.6700000000000017,0.5309999999999988,1.2010000000000003
30398,3.454,-0.51,11.217,-113.7,-108.5,18.06,18.189,17.792,0,0.2679999999999971,0.1290000000000013,0.3969999999999984
89038,5.812,-0.061,12.532,818.5,-364.8,19.602,20.144,18.932,2,0.6700000000000017,0.541999999999998,1.2119999999999995
96099,2.459,-0.239,16.476,437.4,-267.7,15.651,15.682,15.597,2,0.0540000000000002,0.0310000000000005,0.0850000000000008
67424,4.671,-1.118,13.227,-172.4,-217.7,19.323,19.687,18.582,1,0.7409999999999997,0.3640000000000007,1.1050000000000004
67560,5.526,-0.892,10.345,-39.3,-267.1,17.118,17.164,16.98,1,0.1379999999999981,0.0460000000000029,0.184000000000001
90585,4.006,0.384,13.35,-596.7,-63.5,17.191,17.308,16.92,2,0.2709999999999972,0.1170000000000008,0.3879999999999981
21898,5.085,-0.089,13.958,74.9,3.1,17.981,18.213,17.586,0,0.3950000000000031,0.2319999999999993,0.6270000000000024
103646,0.757,0.465,13.799,691.3,-772.4,19.346,19.749,18.709,2,0.6370000000000005,0.4029999999999987,1.0399999999999991
47429,3.418,0.87,29.328,-726.2,41.4,13.14,13.048,13.321,1,-0.1809999999999991,-0.0920000000000005,-0.2729999999999997
103462,5.083,-0.391,11.31,395.5,-1126.8,15.24,15.157,15.398,2,-0.1579999999999994,-0.0830000000000001,-0.2409999999999996
22534,1.686,-0.416,28.351,-8.3,-213.3,17.037,17.384,16.508,0,0.5289999999999999,0.3470000000000013,0.8760000000000012
56018,4.75,0.561,15.241,168.2,-262.5,17.926,18.222,17.436,1,0.4899999999999984,0.2960000000000029,0.7860000000000014
57919,5.848,-0.444,15.849,313.1,-107.3,19.054,19.458,18.403,1,0.6509999999999998,0.4039999999999999,1.0549999999999995
14242,0.439,0.897,21.473,230.1,-245.3,18.309,18.758,17.741,0,0.5680000000000014,0.448999999999998,1.0169999999999997
49194,2.94,0.509,16.292,-119.9,42.9,19.146,19.549,18.475,1,0.6709999999999994,0.4029999999999987,1.073999999999998
48562,4.771,0.191,16.638,-118.8,51.6,19.26,19.82,18.531,1,0.7290000000000028,0.5599999999999987,1.2890000000000017
88942,6.121,-0.708,10.87,582.4,-413.9,16.437,16.457,16.4,2,0.0370000000000025,0.0199999999999995,0.0570000000000021
81415,3.352,-0.804,11.944,-753.6,-332.1,16.248,16.271,16.203,2,0.0450000000000017,0.0229999999999996,0.0680000000000013
90763,0.21,-0.57,10.591,255.7,-908.4,19.128,19.463,18.62,2,0.5079999999999991,0.3350000000000008,0.843
94126,1.189,-1.379,21.658,430.0,-3.1,19.386,19.871,18.7,2,0.6859999999999999,0.4849999999999994,1.1709999999999994
38869,5.131,-0.251,11.932,-1.6,51.1,18.945,19.27,18.351,1,0.5940000000000012,0.3249999999999993,0.9190000000000004
80913,1.644,0.198,17.964,613.4,-1169.3,19.675,20.373,18.865,2,0.8100000000000023,0.6980000000000004,1.508000000000003
12694,1.142,-0.846,22.155,148.8,123.0,15.059,15.038,15.059,0,0.0,-0.020999999999999,-0.020999999999999
71852,5.935,0.05,12.059,413.7,-66.1,19.422,19.956,18.751,1,0.6709999999999994,0.5339999999999989,1.2049999999999983
95693,2.779,1.076,14.584,203.5,-373.8,19.876,20.543,19.209,2,0.6670000000000016,0.666999999999998,1.3339999999999996
4666,1.843,-0.498,10.551,-6.1,-8.5,16.991,17.019,16.919,0,0.0719999999999991,0.0279999999999986,0.0999999999999978
90634,6.037,0.864,12.105,110.2,-309.2,19.2,19.749,18.595,2,0.6050000000000004,0.5489999999999995,1.154
23936,1.299,0.429,72.862,1031.5,-1364.2,15.876,16.376,15.208,0,0.6679999999999993,0.5000000000000018,1.168000000000001
49962,4.788,-0.512,13.699,60.3,-79.1,18.701,19.07,18.122,1,0.5790000000000006,0.3689999999999998,0.9480000000000004
38799,4.979,-0.901,18.35,223.5,-116.1,16.909,17.098,16.586,1,0.3230000000000004,0.189,0.5120000000000005
22497,5.108,-0.285,16.243,21.3,-84.0,19.139,19.648,18.461,0,0.6780000000000008,0.5090000000000003,1.1870000000000012
82780,2.152,0.684,18.479,610.3,-534.7,18.12,18.556,17.548,2,0.5720000000000027,0.4359999999999999,1.008000000000003
68383,0.222,0.713,14.763,267.3,-86.3,18.255,18.589,17.769,1,0.4860000000000006,0.3339999999999996,0.8200000000000003
28976,4.651,-0.365,11.98,49.6,14.1,18.832,18.975,18.589,0,0.2430000000000021,0.1430000000000006,0.3860000000000028
70317,4.397,1.067,29.843,154.3,17.4,17.921,18.449,17.298,1,0.6230000000000011,0.5280000000000022,1.1510000000000034
44514,4.813,0.558,17.009,21.2,301.7,19.425,19.96,18.74,1,0.6850000000000023,0.5350000000000001,1.2200000000000024
86166,1.758,-0.471,13.322,-205.0,329.9,19.772,20.451,18.972,2,0.7999999999999972,0.679000000000002,1.4789999999999992
29391,3.645,-0.844,23.1,-212.1,-78.3,18.047,18.505,17.415,0,0.6320000000000014,0.4579999999999984,1.09
21814,5.264,0.761,22.603,23.3,-257.3,17.543,17.878,17.043,0,0.5,0.3350000000000008,0.8350000000000009
2844,1.057,0.021,14.788,11.3,-336.6,18.181,18.518,17.736,0,0.4450000000000003,0.3369999999999997,0.782
79856,5.08,0.05,14.563,-665.7,-1032.9,19.21,19.671,18.526,2,0.684000000000001,0.4609999999999985,1.1449999999999996
43130,1.203,0.462,21.26,-97.7,-141.8,18.683,19.243,18.004,1,0.6789999999999985,0.5599999999999987,1.2389999999999972
26798,2.827,-0.908,13.278,-125.8,137.7,19.188,19.698,18.542,0,0.6459999999999972,0.5100000000000016,1.1559999999999988
29973,0.433,0.559,14.996,202.9,-56.8,16.197,16.246,16.095,0,0.1020000000000003,0.0489999999999994,0.1509999999999998
70028,2.46,-0.265,15.039,-27.3,-24.8,19.234,19.761,18.588,1,0.6460000000000008,0.5269999999999975,1.1729999999999985
42264,0.1,0.739,20.168,-16.0,-13.7,18.624,19.136,17.923,1,0.7010000000000005,0.5120000000000005,1.213000000000001
42806,5.609,1.169,18.187,116.3,-180.2,19.275,19.774,18.498,1,0.7769999999999975,0.4990000000000023,1.2759999999999998
32870,3.724,-0.073,11.483,-114.3,-10.0,17.456,17.472,17.357,0,0.0990000000000002,0.0160000000000017,0.1150000000000019
52536,3.237,1.441,14.347,-131.6,-108.4,18.306,18.645,17.806,1,0.5,0.3389999999999986,0.8389999999999986
84425,3.659,0.618,15.969,-1144.6,-519.6,15.982,16.034,15.868,2,0.1139999999999989,0.0519999999999996,0.1659999999999986
88680,2.101,0.161,16.822,733.5,-609.3,18.714,19.175,18.066,2,0.6479999999999997,0.4610000000000021,1.1090000000000018
82481,1.835,-0.785,13.09,-166.8,495.5,19.547,20.194,18.764,2,0.7830000000000013,0.6469999999999985,1.4299999999999995
2354,5.714,0.435,10.902,-26.6,-135.8,17.894,18.064,17.604,0,0.2899999999999991,0.1700000000000017,0.4600000000000008
23617,2.05,0.561,12.303,57.8,-225.5,19.447,19.905,18.758,0,0.6890000000000001,0.4580000000000019,1.147000000000002
13529,0.927,-0.17,13.426,157.0,-121.8,19.124,19.511,18.515,0,0.6089999999999982,0.3870000000000004,0.9959999999999988
73784,4.728,0.873,12.024,-159.1,811.0,15.881,15.862,15.916,2,-0.0350000000000001,-0.0190000000000001,-0.0540000000000002
98463,3.951,-0.219,15.669,-386.4,-243.4,13.454,13.308,13.722,2,-0.2679999999999989,-0.1460000000000008,-0.4139999999999997
69079,5.486,0.767,20.092,-6.8,-483.7,18.512,18.994,17.865,1,0.647000000000002,0.4819999999999993,1.1290000000000011
102283,0.834,-0.294,15.636,-165.2,-2014.2,18.759,19.154,18.095,2,0.6640000000000015,0.3949999999999996,1.059000000000001
69860,3.749,-0.689,13.079,46.3,-144.1,19.623,20.22,18.993,1,0.6300000000000026,0.5969999999999978,1.2270000000000003
75706,0.718,0.259,11.128,506.7,120.3,18.132,18.314,17.775,2,0.3570000000000028,0.1819999999999986,0.5390000000000015
42983,5.897,-0.166,13.874,314.8,-35.1,18.917,19.307,18.288,1,0.6290000000000013,0.389999999999997,1.0189999999999984
1821,1.69,0.207,16.195,103.7,-151.8,18.603,18.994,18.065,0,0.5380000000000003,0.3909999999999982,0.9289999999999984
93936,4.44,-0.689,38.19,-2049.8,-1816.0,17.462,18.047,16.731,2,0.7309999999999981,0.5850000000000009,1.315999999999999
74458,1.939,0.445,34.041,18.1,-807.2,17.714,18.257,16.994,2,0.7199999999999989,0.5430000000000028,1.2630000000000017
56533,0.228,-0.296,13.949,395.3,78.9,19.791,20.203,18.95,1,0.8410000000000011,0.411999999999999,1.253
40234,4.545,-1.245,14.208,132.3,-103.6,18.856,19.286,18.236,1,0.620000000000001,0.4299999999999997,1.0500000000000007
15180,6.171,0.779,13.616,87.6,46.0,16.67,16.732,16.539,0,0.1310000000000002,0.0619999999999976,0.1929999999999978
84658,1.734,0.904,18.593,273.7,-576.3,19.746,20.34,19.101,2,0.6449999999999996,0.5940000000000012,1.2390000000000008
86369,5.667,0.986,15.452,197.9,188.1,18.58,18.985,18.034,2,0.5459999999999994,0.4050000000000011,0.9510000000000004
92665,2.433,-0.221,10.996,-231.1,-639.8,18.784,19.134,18.274,2,0.509999999999998,0.3500000000000014,0.8599999999999994
7300,4.911,0.365,19.422,35.4,-40.4,18.691,19.018,18.137,0,0.5539999999999985,0.3270000000000017,0.8810000000000002
13951,2.352,-0.052,10.282,-74.8,-28.3,16.102,16.012,16.276,0,-0.1739999999999995,-0.0899999999999998,-0.2639999999999993
46181,3.046,0.041,14.318,-20.1,-208.3,19.459,19.951,18.697,1,0.7620000000000005,0.4920000000000009,1.2540000000000011
43875,0.172,1.175,15.148,247.6,52.4,19.308,19.931,18.516,1,0.7920000000000016,0.6230000000000011,1.4150000000000027
3424,4.686,1.115,12.039,-55.3,-32.1,19.621,19.958,19.083,0,0.5380000000000003,0.3369999999999997,0.875
25466,1.836,0.01,19.008,-4.3,21.2,15.701,15.693,15.712,0,-0.0109999999999992,-0.0080000000000008,-0.0190000000000001
54362,1.909,0.724,21.528,-90.1,-308.9,17.177,17.485,16.707,1,0.4699999999999988,0.3079999999999998,0.7779999999999987
16569,2.865,0.006,16.625,-54.7,-98.2,17.377,17.488,17.179,0,0.1980000000000004,0.1110000000000006,0.309000000000001
42034,0.777,-0.494,15.325,256.1,-244.9,19.443,20.066,18.763,1,0.6799999999999997,0.6229999999999976,1.3029999999999973
43366,4.9,-0.849,25.038,-81.9,-339.9,19.123,19.767,18.353,1,0.7699999999999996,0.6439999999999984,1.413999999999998
2262,4.419,-0.842,28.997,-377.0,-197.3,17.627,18.078,16.98,0,0.6469999999999985,0.4510000000000005,1.097999999999999
29575,5.496,-0.538,25.898,-213.1,-372.9,18.075,18.54,17.423,0,0.652000000000001,0.4649999999999998,1.1170000000000009
40533,3.935,0.519,13.628,-82.8,-150.8,15.111,15.042,15.247,1,-0.1359999999999992,-0.0690000000000008,-0.205
66028,4.441,0.294,10.45,-54.8,1.1,18.482,18.715,18.045,1,0.4369999999999976,0.2330000000000005,0.6699999999999982
18509,3.774,-0.549,10.73,-176.9,-127.1,15.855,15.781,15.968,0,-0.1129999999999995,-0.0739999999999998,-0.1869999999999994
11057,0.729,-1.025,12.79,-16.8,-100.9,16.512,16.52,16.457,0,0.0549999999999997,0.0079999999999991,0.0629999999999988
74597,1.364,0.56,18.793,538.9,-1008.9,15.247,15.235,15.232,2,0.0150000000000005,-0.0120000000000004,0.0030000000000001
72327,1.306,-1.036,21.623,-153.8,129.7,18.741,19.345,18.044,1,0.6969999999999992,0.6039999999999992,1.3009999999999984
52312,5.395,-0.699,12.915,-134.6,-75.1,19.731,20.391,19.113,1,0.6180000000000021,0.6599999999999966,1.2779999999999987
29417,4.765,0.459,12.142,-56.1,79.7,19.683,20.139,19.024,0,0.6589999999999989,0.4559999999999995,1.1149999999999984
35896,4.606,-0.393,21.142,-170.9,-151.8,17.186,17.433,16.755,0,0.4310000000000009,0.2469999999999999,0.6780000000000008
29419,1.323,-0.975,11.075,104.9,-27.5,19.217,19.514,18.657,0,0.5599999999999987,0.2970000000000006,0.8569999999999993
71463,3.126,-0.455,21.22,-80.6,-373.0,18.494,18.966,17.826,1,0.6679999999999993,0.4720000000000013,1.1400000000000006
49245,4.872,0.651,15.3,-79.8,-143.0,19.403,19.843,18.701,1,0.7019999999999982,0.4400000000000013,1.1419999999999997
38895,0.737,-0.371,22.021,334.0,145.8,14.597,14.576,14.642,1,-0.0449999999999999,-0.020999999999999,-0.0659999999999989
75171,3.221,-0.849,21.552,-1607.2,605.3,18.332,18.783,17.667,2,0.6649999999999991,0.4510000000000005,1.1159999999999997
86237,2.935,-0.4,13.49,389.3,-775.8,19.79,20.41,18.993,2,0.7970000000000006,0.620000000000001,1.4170000000000016
46649,3.94,0.327,10.909,-337.2,73.8,19.544,19.972,18.911,1,0.6329999999999991,0.4280000000000008,1.061
31693,0.936,-1.111,13.149,-12.1,63.4,18.625,18.974,18.13,0,0.495000000000001,0.3490000000000002,0.8440000000000012
59678,0.312,0.087,12.743,216.7,64.3,19.382,19.749,18.706,1,0.6760000000000019,0.3669999999999973,1.0429999999999993
28652,4.732,-0.083,17.445,28.6,-193.8,14.078,13.959,14.314,0,-0.2360000000000006,-0.1189999999999997,-0.3550000000000004
30465,2.112,0.348,27.676,-7.5,-295.5,14.007,13.971,14.086,0,-0.0790000000000006,-0.0359999999999995,-0.1150000000000002
26999,4.427,0.056,21.124,-384.2,10.8,17.739,18.151,17.167,0,0.5719999999999992,0.411999999999999,0.9839999999999982
87216,5.166,-0.18,17.699,-431.9,-175.2,19.181,19.707,18.457,2,0.7240000000000002,0.5259999999999998,1.25
37498,2.486,-1.045,13.26,105.7,58.8,19.786,20.307,19.129,1,0.657,0.5209999999999972,1.1779999999999973
17617,3.509,-0.378,32.332,-474.4,-342.2,17.567,17.967,16.993,0,0.5740000000000016,0.3999999999999986,0.9740000000000002
86560,0.276,0.425,13.142,-356.6,-784.5,19.244,19.717,18.665,2,0.5790000000000006,0.472999999999999,1.0519999999999996
97446,2.555,-1.221,16.346,-375.0,608.0,19.63,20.047,18.872,2,0.7579999999999991,0.4170000000000016,1.1750000000000007
63104,0.226,0.546,13.776,179.9,31.5,19.734,20.295,19.072,1,0.6620000000000026,0.5609999999999999,1.2230000000000023
33862,3.701,-0.761,22.729,-249.5,-130.8,15.835,15.879,15.715,0,0.120000000000001,0.0439999999999987,0.1639999999999997
9965,3.656,-1.018,10.563,-56.3,1.4,16.312,16.301,16.337,0,-0.0249999999999985,-0.0110000000000027,-0.0360000000000013
94677,3.54,0.707,18.666,-954.1,-743.7,19.573,20.147,18.797,2,0.7759999999999998,0.5739999999999981,1.349999999999998
28130,1.326,0.208,17.382,65.8,-42.2,16.626,16.729,16.406,0,0.2200000000000024,0.1029999999999979,0.3230000000000004
67572,1.469,-0.339,50.957,29.6,1155.2,16.751,17.189,16.152,1,0.5990000000000002,0.4379999999999988,1.036999999999999
2706,5.162,0.196,25.692,119.5,-31.1,17.012,17.307,16.541,0,0.4710000000000001,0.2949999999999981,0.7659999999999982
